system,temperature,element,identifier,formula,D_reported_cm2s,D_table_einstein_cm2s,D_table_mpconv_cm2s,msd_tmax_ps
Li-Mn-Si,1500.0,Mn,Li11Mn4Si7-1500K,Li11Mn4Si7,3.40931e-05,1.3151880011290807e-05,3.945564003387242e-05,22.7
Li-Mn-Si,1500.0,Si,Li11Mn4Si7-1500K,Li11Mn4Si7,5.56221e-05,1.748697969244469e-05,5.246093907733407e-05,22.7
Li-Mn-Si,2000.0,Li,Li11Mn4Si7-2000K,Li11Mn4Si7,0.000489317,0.00016099061656454008,0.0004829718496936202,34.1
Li-Mn-Si,2000.0,Mn,Li11Mn4Si7-2000K,Li11Mn4Si7,9.80202e-05,3.407624009065359e-05,0.00010222872027196078,34.1
Li-Mn-Si,2000.0,Si,Li11Mn4Si7-2000K,Li11Mn4Si7,0.000149278,4.1366038487724784e-05,0.00012409811546317437,34.1
Li-Mn-Si,2500.0,Li,Li11Mn4Si7-2500K,Li11Mn4Si7,0.000859949,0.0003355161869393197,0.001006548560817959,32.8
Li-Mn-Si,2500.0,Mn,Li11Mn4Si7-2500K,Li11Mn4Si7,0.000205051,5.9468236780945274e-05,0.0001784047103428358,32.8
Li-Mn-Si,2500.0,Si,Li11Mn4Si7-2500K,Li11Mn4Si7,0.000414951,0.00012994905056469598,0.0003898471516940879,32.8
Li-Mn-Sn,1000.0,Li,Li15MnSn4-1000K,Li15MnSn4,0.00010014,3.579011969869559e-05,0.00010737035909608677,28.5
Li-Mn-Sn,1000.0,Mn,Li15MnSn4-1000K,Li15MnSn4,,9.526307588267623e-07,2.8578922764802864e-06,28.5
Li-Mn-Sn,1000.0,Sn,Li15MnSn4-1000K,Li15MnSn4,,1.1090922210194576e-06,3.327276663058373e-06,28.5
Li-Mn-Sn,1500.0,Li,Li15MnSn4-1500K,Li15MnSn4,0.000453297,0.00016187781217657832,0.00048563343652973496,26.6
Li-Mn-Sn,1500.0,Mn,Li15MnSn4-1500K,Li15MnSn4,4.01326e-05,1.0216187793567396e-05,3.0648563380702186e-05,26.6
Li-Mn-Sn,1500.0,Sn,Li15MnSn4-1500K,Li15MnSn4,7.29474e-05,2.3838726843006133e-05,7.15161805290184e-05,26.6
Li-Mn-Sn,2000.0,Li,Li15MnSn4-2000K,Li15MnSn4,0.000933766,0.00026865125504902,0.0008059537651470601,24.3
Li-Mn-Sn,2000.0,Mn,Li15MnSn4-2000K,Li15MnSn4,0.000160477,-6.592689950803181e-06,-1.9778069852409545e-05,24.3
Li-Mn-Sn,2000.0,Sn,Li15MnSn4-2000K,Li15MnSn4,0.000207824,6.832913579413814e-05,0.00020498740738241443,24.3
Li-Mn-Sn,2500.0,Li,Li15MnSn4-2500K,Li15MnSn4,0.00147679,0.00047473072521513694,0.0014241921756454109,39.9
Li-Mn-Sn,2500.0,Mn,Li15MnSn4-2500K,Li15MnSn4,0.000338912,0.00011695257522555374,0.0003508577256766612,39.9
Li-Mn-Sn,2500.0,Sn,Li15MnSn4-2500K,Li15MnSn4,0.000609178,0.0001955269949565097,0.0005865809848695291,39.9
Li-Mo,1000.0,Li,Li4Mo-1000K,Li4Mo,0.000366058,0.00010238685859070525,0.00030716057577211576,32.1
Li-Mo,1000.0,Mo,Li4Mo-1000K,Li4Mo,6.46412e-06,2.2871780647261486e-06,6.861534194178446e-06,32.1
Li-Mo,1500.0,Li,Li4Mo-1500K,Li4Mo,0.000898563,0.0003378575637106792,0.0010135726911320376,35.3
Li-Mo,1500.0,Mo,Li4Mo-1500K,Li4Mo,3592.61,1.1953079547510703e-05,3.5859238642532103e-05,35.3
Li-Mo,2000.0,Li,Li4Mo-2000K,Li4Mo,0.00146384,0.0004255904113111882,0.0012767712339335647,30.5
Li-Mo,2000.0,Mo,Li4Mo-2000K,Li4Mo,5145.8,1.3935741079424262e-05,4.180722323827278e-05,30.5
Li-Mo,2500.0,Li,Li4Mo-2500K,Li4Mo,0.00185858,0.0005615873383277227,0.0016847620149831682,26.1
Li-Mo,2500.0,Mo,Li4Mo-2500K,Li4Mo,15759.0,1.8326653890934763e-05,5.497996167280429e-05,26.1
Li-Mo-O-P,2000.0,Li,mp-25983,LiMo(PO4)2,0.000313724,0.0001228644526199393,0.0003685933578598179,37.1
Li-Mo-O-P,2000.0,Mo,mp-25983,LiMo(PO4)2,1.79436e-05,6.340479926287102e-06,1.9021439778861307e-05,37.1
Li-Mo-O-P,2000.0,O,mp-25983,LiMo(PO4)2,2.77877e-05,7.638951796692499e-06,2.2916855390077498e-05,37.1
Li-Mo-O-P,2000.0,P,mp-25983,LiMo(PO4)2,2.26761e-05,7.682920304189102e-06,2.3048760912567303e-05,37.1
Li-Mo-O-P,2500.0,Li,mp-25983,LiMo(PO4)2,0.000594467,7.880994692956419e-05,0.0002364298407886926,35.6
Li-Mo-O-P,2500.0,Mo,mp-25983,LiMo(PO4)2,8.59034e-05,3.698722594486569e-05,0.00011096167783459708,35.6
Li-Mo-O-P,2500.0,O,mp-25983,LiMo(PO4)2,9.29326e-05,3.234485803316934e-05,9.7034574099508e-05,35.6
Li-Mo-O-P,2500.0,P,mp-25983,LiMo(PO4)2,6.55086e-05,1.5866510406706385e-05,4.759953122011915e-05,35.6
Li-Mo-O-P,1500.0,Li,mp-25983,LiMo(PO4)2,9.76857e-05,1.0711963093128759e-05,3.213588927938628e-05,38.4
Li-Mo-O-P,1500.0,Mo,mp-25983,LiMo(PO4)2,3.38963e-06,8.270644710112478e-07,2.481193413033744e-06,38.4
Li-Mo-O-P,1500.0,O,mp-25983,LiMo(PO4)2,5.25311e-06,1.2861566440805578e-06,3.858469932241673e-06,38.4
Li-Mo-O-P,1500.0,P,mp-25983,LiMo(PO4)2,2.24568e-06,8.058237504624311e-07,2.4174712513872933e-06,38.4
Li-Mo-O-P,1000.0,Li,mp-25983,LiMo(PO4)2,1.33984e-05,8.154585821690566e-06,2.4463757465071697e-05,38.9
Li-Mo-O-P,1000.0,Mo,mp-25983,LiMo(PO4)2,,7.346603650917406e-08,2.2039810952752218e-07,38.9
Li-Mo-O-P,1000.0,O,mp-25983,LiMo(PO4)2,1.72451e-07,9.811703594957159e-08,2.943511078487148e-07,38.9
Li-Mo-O-P,1000.0,P,mp-25983,LiMo(PO4)2,,4.7581717784037176e-08,1.4274515335211154e-07,38.9
Li-Mo-Si,1000.0,Li,Li9(Si2Mo)2-1000K,Li9(Si2Mo)2,8.26299e-05,3.168437705876316e-05,9.505313117628949e-05,33.5
Li-Mo-Si,1000.0,Mo,Li9(Si2Mo)2-1000K,Li9(Si2Mo)2,,1.0964102262185635e-06,3.2892306786556906e-06,33.5
Li-Mo-Si,1000.0,Si,Li9(Si2Mo)2-1000K,Li9(Si2Mo)2,9.69669e-06,3.26118093262896e-06,9.78354279788688e-06,33.5
Li-Mo-Si,1500.0,Li,Li9(Si2Mo)2-1500K,Li9(Si2Mo)2,0.000383137,0.00011280921572500432,0.00033842764717501294,32.1
Li-Mo-Si,1500.0,Mo,Li9(Si2Mo)2-1500K,Li9(Si2Mo)2,2960.44,9.364175863162251e-06,2.8092527589486755e-05,32.1
Li-Mo-Si,1500.0,Si,Li9(Si2Mo)2-1500K,Li9(Si2Mo)2,8.94391e-05,2.9456925219732528e-05,8.83707756591976e-05,32.1
Li-Mo-Si,2000.0,Li,Li9(Si2Mo)2-2000K,Li9(Si2Mo)2,0.000794704,0.0003037680598120575,0.0009113041794361725,31.2
Li-Mo-Si,2000.0,Mo,Li9(Si2Mo)2-2000K,Li9(Si2Mo)2,6586.65,2.247155540221955e-05,6.741466620665865e-05,31.2
Li-Mo-Si,2000.0,Si,Li9(Si2Mo)2-2000K,Li9(Si2Mo)2,0.00024123,0.00010061441632808364,0.0003018432489842509,31.2
Li-Mo-Si,2500.0,Li,Li9(Si2Mo)2-2500K,Li9(Si2Mo)2,0.00130571,0.0004039272975535494,0.0012117818926606482,32.0
Li-Mo-Si,2500.0,Mo,Li9(Si2Mo)2-2500K,Li9(Si2Mo)2,13140.7,2.6211737403851296e-05,7.863521221155388e-05,32.0
Li-Mo-Si,2500.0,Si,Li9(Si2Mo)2-2500K,Li9(Si2Mo)2,0.000464062,0.00017562665761934008,0.0005268799728580202,32.0
Li-Mo-Sn,1000.0,Li,Li9SnMo2-1000K,Li9SnMo2,0.000219643,6.826895514130461e-05,0.00020480686542391382,39.2
Li-Mo-Sn,1000.0,Mo,Li9SnMo2-1000K,Li9SnMo2,3.90865e-06,1.32728465113842e-06,3.98185395341526e-06,39.2
Li-Mo-Sn,1000.0,Sn,Li9SnMo2-1000K,Li9SnMo2,1.86251e-05,6.293383690717268e-06,1.8880151072151803e-05,39.2
Li-Mo-Sn,1500.0,Li,Li9SnMo2-1500K,Li9SnMo2,0.000636763,0.0002126605749584224,0.0006379817248752673,30.7
Li-Mo-Sn,1500.0,Mo,Li9SnMo2-1500K,Li9SnMo2,3.42071e-05,1.0145371570251649e-05,3.043611471075494e-05,30.7
Li-Mo-Sn,1500.0,Sn,Li9SnMo2-1500K,Li9SnMo2,0.000178844,6.15909468930798e-05,0.00018477284067923937,30.7
Li-Mo-Sn,2000.0,Li,Li9SnMo2-2000K,Li9SnMo2,0.00111418,0.0003592203218343555,0.0010776609655030666,31.2
Li-Mo-Sn,2000.0,Mo,Li9SnMo2-2000K,Li9SnMo2,6.57202e-05,2.0866724290015506e-05,6.260017287004651e-05,31.2
Li-Mo-Sn,2000.0,Sn,Li9SnMo2-2000K,Li9SnMo2,0.000289571,9.878117729028345e-05,0.00029634353187085033,31.2
Li-Mo-Sn,2500.0,Li,Li9SnMo2-2500K,Li9SnMo2,0.00168546,0.0005705617029081371,0.0017116851087244115,38.9
Li-Mo-Sn,2500.0,Mo,Li9SnMo2-2500K,Li9SnMo2,0.000107172,3.6532379496233024e-05,0.00010959713848869908,38.9
Li-Mo-Sn,2500.0,Sn,Li9SnMo2-2500K,Li9SnMo2,0.000478619,0.00016944653487524464,0.0005083396046257339,38.9
Li-N-O-Si,2500.0,Li,mp-6015,LiSiNO,0.000483738,0.00014797730762831533,0.000443931922884946,39.9
Li-N-O-Si,2500.0,N,mp-6015,LiSiNO,8.74568e-06,2.2364804279009482e-06,6.709441283702844e-06,39.9
Li-N-O-Si,2500.0,O,mp-6015,LiSiNO,1.67875e-05,5.78755633633686e-06,1.7362669009010578e-05,39.9
Li-N-O-Si,2500.0,Si,mp-6015,LiSiNO,7.46753e-06,2.6592109172902316e-06,7.977632751870695e-06,39.9
Li-N-O-Si,1000.0,Li,mp-6015,LiSiNO,2.21719e-05,6.115246151571023e-06,1.834573845471307e-05,29.7
Li-N-O-Si,1000.0,N,mp-6015,LiSiNO,7.78537e-06,1.938920306746573e-06,5.8167609202397184e-06,29.7
Li-N-O-Si,1000.0,O,mp-6015,LiSiNO,2.65027e-06,6.771053175293029e-07,2.0313159525879084e-06,29.7
Li-N-O-Si,1000.0,Si,mp-6015,LiSiNO,,4.5917156171725024e-07,1.3775146851517508e-06,29.7
Li-N-O-Si,1500.0,Li,mp-6015,LiSiNO,9.56178e-05,3.5637994859473344e-05,0.00010691398457842004,37.8
Li-N-O-Si,1500.0,N,mp-6015,LiSiNO,5.59016e-06,8.235438841001378e-07,2.4706316523004135e-06,37.8
Li-N-O-Si,1500.0,O,mp-6015,LiSiNO,2.45609e-06,6.183840226809667e-07,1.8551520680429001e-06,37.8
Li-N-O-Si,1500.0,Si,mp-6015,LiSiNO,,4.65947785114222e-07,1.397843355342666e-06,37.8
Li-N-O-Si,2000.0,Li,mp-6015,LiSiNO,0.000188852,8.340217558259536e-05,0.00025020652674778606,28.6
Li-N-O-Si,2000.0,N,mp-6015,LiSiNO,6.59676e-06,1.0588610719114249e-06,3.1765832157342746e-06,28.6
Li-N-O-Si,2000.0,O,mp-6015,LiSiNO,7.9641e-06,1.6721664026687786e-06,5.016499208006336e-06,28.6
Li-N-O-Si,2000.0,Si,mp-6015,LiSiNO,,1.8030794073647415e-07,5.409238222094224e-07,28.6
Li-N-Si,1000.0,Li,Li21(Si3N4)2-1000K,Li21(Si3N4)2,9.5954e-05,3.6490538199120224e-05,0.00010947161459736066,39.3
Li-N-Si,1000.0,N,Li21(Si3N4)2-1000K,Li21(Si3N4)2,8.36479e-06,1.9203057557733477e-06,5.760917267320043e-06,39.3
Li-N-Si,1000.0,Si,Li21(Si3N4)2-1000K,Li21(Si3N4)2,6.94069e-06,2.325344051515443e-06,6.976032154546329e-06,39.3
Li-N-Si,1500.0,Li,Li21(Si3N4)2-1500K,Li21(Si3N4)2,0.00032233,9.610834800132403e-05,0.00028832504400397204,38.6
Li-N-Si,1500.0,N,Li21(Si3N4)2-1500K,Li21(Si3N4)2,5.36387e-05,1.2223880053479753e-05,3.667164016043926e-05,38.6
Li-N-Si,1500.0,Si,Li21(Si3N4)2-1500K,Li21(Si3N4)2,4.77328e-05,1.657656138651453e-05,4.972968415954359e-05,38.6
Li-N-Si,2000.0,Li,Li21(Si3N4)2-2000K,Li21(Si3N4)2,0.000752221,0.000310026507070401,0.0009300795212112031,35.6
Li-N-Si,2000.0,N,Li21(Si3N4)2-2000K,Li21(Si3N4)2,0.000145026,3.313361393896796e-05,9.94008418169039e-05,35.6
Li-N-Si,2000.0,Si,Li21(Si3N4)2-2000K,Li21(Si3N4)2,0.000196928,7.052373141748273e-05,0.0002115711942524482,35.6
Li-N-Si,2500.0,Li,Li21(Si3N4)2-2500K,Li21(Si3N4)2,0.00111014,0.00038100154509337555,0.0011430046352801267,39.9
Li-N-Si,2500.0,N,Li21(Si3N4)2-2500K,Li21(Si3N4)2,0.000304938,0.0001064532157025296,0.0003193596471075888,39.9
Li-N-Si,2500.0,Si,Li21(Si3N4)2-2500K,Li21(Si3N4)2,0.000344112,0.00015226727636330495,0.0004568018290899149,39.9
Li-Na,1000.0,Li,Na2Li9-1000K,Na2Li9,0.000660433,0.00023549800313431334,0.00070649400940294,31.5
Li-Na,1000.0,Na,Na2Li9-1000K,Na2Li9,0.000580983,0.00022832893445196915,0.0006849868033559074,31.5
Li-Na,1500.0,Li,Na2Li9-1500K,Na2Li9,0.00132628,0.0004780881341979319,0.0014342644025937957,39.9
Li-Na,1500.0,Na,Na2Li9-1500K,Na2Li9,0.0011408,0.0003549339394636482,0.0010648018183909444,39.9
Li-Na,2000.0,Li,Na2Li9-2000K,Na2Li9,0.0020667,0.0006518417158109755,0.0019555251474329266,39.4
Li-Na,2000.0,Na,Na2Li9-2000K,Na2Li9,0.00156285,0.0005131363379722196,0.001539409013916659,39.4
Li-Na,2500.0,Li,Na2Li9-2500K,Na2Li9,0.00276868,0.0007912751462634621,0.0023738254387903864,35.6
Li-Na,2500.0,Na,Na2Li9-2500K,Na2Li9,0.00221196,0.0008242922889124552,0.002472876866737366,35.6
Li-Na-Si,1000.0,Li,Na3Li2Si3-1000K,Na3Li2Si3,0.000120548,2.379610970543386e-05,7.138832911630158e-05,31.3
Li-Na-Si,1000.0,Na,Na3Li2Si3-1000K,Na3Li2Si3,0.000132331,4.107119770323776e-05,0.00012321359310971328,31.3
Li-Na-Si,1000.0,Si,Na3Li2Si3-1000K,Na3Li2Si3,4.35562e-05,1.46030458317004e-05,4.3809137495101195e-05,31.3
Li-Na-Si,1500.0,Li,Na3Li2Si3-1500K,Na3Li2Si3,0.000500923,0.00010802227569778413,0.00032406682709335244,39.9
Li-Na-Si,1500.0,Na,Na3Li2Si3-1500K,Na3Li2Si3,0.000578596,0.0002084505371693375,0.0006253516115080124,39.9
Li-Na-Si,1500.0,Si,Na3Li2Si3-1500K,Na3Li2Si3,0.000264231,9.37557834988455e-05,0.0002812673504965365,39.9
Li-Na-Si,2000.0,Li,Na3Li2Si3-2000K,Na3Li2Si3,0.000911328,0.0002746700732651609,0.0008240102197954826,39.9
Li-Na-Si,2000.0,Na,Na3Li2Si3-2000K,Na3Li2Si3,0.0010048,0.000399354674126287,0.0011980640223788611,39.9
Li-Na-Si,2000.0,Si,Na3Li2Si3-2000K,Na3Li2Si3,0.000613646,0.00021312672361933373,0.0006393801708580012,39.9
Li-Na-Si,2500.0,Li,Na3Li2Si3-2500K,Na3Li2Si3,0.00151337,0.0006229942373854873,0.001868982712156462,39.9
Li-Na-Si,2500.0,Na,Na3Li2Si3-2500K,Na3Li2Si3,0.00141445,0.0005662053809527943,0.0016986161428583831,39.9
Li-Na-Si,2500.0,Si,Na3Li2Si3-2500K,Na3Li2Si3,0.000919286,0.00027619941094174095,0.0008285982328252228,39.9
Li-Na-Sn,1000.0,Li,Na9Li13Sn4-1000K,Na9Li13Sn4,0.000273061,8.986301523608634e-05,0.000269589045708259,39.9
Li-Na-Sn,1000.0,Na,Na9Li13Sn4-1000K,Na9Li13Sn4,0.000253613,8.002293977181321e-05,0.00024006881931543962,39.9
Li-Na-Sn,1000.0,Sn,Na9Li13Sn4-1000K,Na9Li13Sn4,5.06081e-05,1.6260739051459232e-05,4.878221715437769e-05,39.9
Li-Na-Sn,1500.0,Li,Na9Li13Sn4-1500K,Na9Li13Sn4,0.00065542,0.00019588136129330416,0.0005876440838799125,31.6
Li-Na-Sn,1500.0,Na,Na9Li13Sn4-1500K,Na9Li13Sn4,0.000628079,0.00012994839904133856,0.00038984519712401567,31.6
Li-Na-Sn,1500.0,Sn,Na9Li13Sn4-1500K,Na9Li13Sn4,0.000292798,0.00010150747181191749,0.00030452241543575247,31.6
Li-Na-Sn,2000.0,Li,Na9Li13Sn4-2000K,Na9Li13Sn4,0.00124813,0.00040999885718502073,0.001229996571555062,39.9
Li-Na-Sn,2000.0,Na,Na9Li13Sn4-2000K,Na9Li13Sn4,0.00111888,0.00036561250954877695,0.001096837528646331,39.9
Li-Na-Sn,2000.0,Sn,Na9Li13Sn4-2000K,Na9Li13Sn4,0.000500255,0.0001750444299814233,0.00052513328994427,39.9
Li-Na-Sn,2500.0,Li,Na9Li13Sn4-2500K,Na9Li13Sn4,0.00190871,0.00039173741974798915,0.0011752122592439676,39.6
Li-Na-Sn,2500.0,Na,Na9Li13Sn4-2500K,Na9Li13Sn4,0.00167084,0.0005341675840471351,0.0016025027521414054,39.6
Li-Na-Sn,2500.0,Sn,Na9Li13Sn4-2500K,Na9Li13Sn4,0.000746743,0.00026010588622919664,0.0007803176586875899,39.6
Li-Nb-Si,1000.0,Li,Li9NbSi2-1000K,Li9NbSi2,0.000189598,6.038768899631378e-05,0.00018116306698894136,37.7
Li-Nb-Si,1000.0,Nb,Li9NbSi2-1000K,Li9NbSi2,,6.488429545306876e-07,1.946528863592063e-06,37.7
Li-Nb-Si,1000.0,Si,Li9NbSi2-1000K,Li9NbSi2,2.15558e-05,7.518072730974319e-06,2.2554218192922956e-05,37.7
Li-Nb-Si,1500.0,Li,Li9NbSi2-1500K,Li9NbSi2,0.000618087,0.00019827967712820042,0.0005948390313846013,36.4
Li-Nb-Si,1500.0,Nb,Li9NbSi2-1500K,Li9NbSi2,1.68243e-05,5.107146651890273e-06,1.532143995567082e-05,36.4
Li-Nb-Si,1500.0,Si,Li9NbSi2-1500K,Li9NbSi2,0.000119655,3.251647021300095e-05,9.754941063900282e-05,36.4
Li-Nb-Si,2000.0,Li,Li9NbSi2-2000K,Li9NbSi2,0.00101423,0.0003493892074801871,0.0010481676224405614,33.3
Li-Nb-Si,2000.0,Nb,Li9NbSi2-2000K,Li9NbSi2,6.41092e-05,7.682525063126589e-06,2.3047575189379766e-05,33.3
Li-Nb-Si,2000.0,Si,Li9NbSi2-2000K,Li9NbSi2,0.000347299,0.0001060918271706793,0.0003182754815120379,33.3
Li-Nb-Si,2500.0,Li,Li9NbSi2-2500K,Li9NbSi2,0.00163615,0.00045233269282423196,0.0013569980784726959,36.7
Li-Nb-Si,2500.0,Nb,Li9NbSi2-2500K,Li9NbSi2,0.00015709,4.274550404873129e-05,0.00012823651214619389,36.7
Li-Nb-Si,2500.0,Si,Li9NbSi2-2500K,Li9NbSi2,0.000633515,0.00020129758031251594,0.0006038927409375478,36.7
Li-Nb-Sn,1000.0,Li,Li4(Nb3Sn)3-1000K,Li4(Nb3Sn)3,1.12963e-05,2.7482060665760595e-06,8.244618199728178e-06,22.3
Li-Nb-Sn,1000.0,Nb,Li4(Nb3Sn)3-1000K,Li4(Nb3Sn)3,,9.377191706463508e-07,2.8131575119390526e-06,22.3
Li-Nb-Sn,1000.0,Sn,Li4(Nb3Sn)3-1000K,Li4(Nb3Sn)3,,4.543116759560597e-07,1.362935027868179e-06,22.3
Li-Nb-Sn,1500.0,Li,Li4(Nb3Sn)3-1500K,Li4(Nb3Sn)3,0.000120826,2.3565971825258503e-05,7.069791547577551e-05,25.0
Li-Nb-Sn,1500.0,Nb,Li4(Nb3Sn)3-1500K,Li4(Nb3Sn)3,1.11491e-05,3.550331288486114e-06,1.0650993865458342e-05,25.0
Li-Nb-Sn,1500.0,Sn,Li4(Nb3Sn)3-1500K,Li4(Nb3Sn)3,1.85098e-05,6.166569118159635e-06,1.8499707354478905e-05,25.0
Li-Nb-Sn,2000.0,Li,Li4(Nb3Sn)3-2000K,Li4(Nb3Sn)3,0.000398333,0.00011688116857171396,0.0003506435057151419,23.6
Li-Nb-Sn,2000.0,Nb,Li4(Nb3Sn)3-2000K,Li4(Nb3Sn)3,5.72567e-05,1.965371126760563e-05,5.896113380281689e-05,23.6
Li-Nb-Sn,2000.0,Sn,Li4(Nb3Sn)3-2000K,Li4(Nb3Sn)3,4.25799e-05,1.1977839148365367e-05,3.5933517445096106e-05,23.6
Li-Nb-Sn,2500.0,Li,Li4(Nb3Sn)3-2500K,Li4(Nb3Sn)3,0.000707335,0.00015761931619154878,0.0004728579485746464,27.1
Li-Nb-Sn,2500.0,Nb,Li4(Nb3Sn)3-2500K,Li4(Nb3Sn)3,0.000105796,3.323879753001742e-05,9.971639259005226e-05,27.1
Li-Nb-Sn,2500.0,Sn,Li4(Nb3Sn)3-2500K,Li4(Nb3Sn)3,0.000206865,7.021503396790586e-05,0.0002106451019037176,27.1
Li-Ni-Si,1000.0,Li,Li12SiNi2-1000K,Li12SiNi2,0.00033613,9.83301829096268e-05,0.00029499054872888044,33.8
Li-Ni-Si,1000.0,Ni,Li12SiNi2-1000K,Li12SiNi2,8.55009e-05,2.9740659592618198e-05,8.92219787778546e-05,33.8
Li-Ni-Si,1000.0,Si,Li12SiNi2-1000K,Li12SiNi2,4.74675e-05,1.8777721344939472e-05,5.633316403481842e-05,33.8
Li-Ni-Si,1500.0,Li,Li12SiNi2-1500K,Li12SiNi2,0.000854835,0.00032432491304394543,0.0009729747391318363,25.8
Li-Ni-Si,1500.0,Ni,Li12SiNi2-1500K,Li12SiNi2,0.000241983,5.770569237214402e-05,0.00017311707711643203,25.8
Li-Ni-Si,1500.0,Si,Li12SiNi2-1500K,Li12SiNi2,0.000173228,6.68671578958676e-05,0.00020060147368760283,25.8
Li-Ni-Si,2000.0,Li,Li12SiNi2-2000K,Li12SiNi2,0.00134898,0.00044643282039573667,0.00133929846118721,38.1
Li-Ni-Si,2000.0,Ni,Li12SiNi2-2000K,Li12SiNi2,0.000553362,0.00012754462686181815,0.00038263388058545444,38.1
Li-Ni-Si,2000.0,Si,Li12SiNi2-2000K,Li12SiNi2,0.00050572,0.00016519011159518747,0.0004955703347855624,38.1
Li-Ni-Si,2500.0,Li,Li12SiNi2-2500K,Li12SiNi2,0.00204684,0.0006563149721609491,0.0019689449164828473,31.0
Li-Ni-Si,2500.0,Ni,Li12SiNi2-2500K,Li12SiNi2,0.00106136,0.00036954153499547954,0.0011086246049864387,31.0
Li-Ni-Si,2500.0,Si,Li12SiNi2-2500K,Li12SiNi2,0.000832267,0.0003285755468406868,0.0009857266405220604,31.0
Li-Ni-Si-Sn,1000.0,Li,Li20Si2NiSn2-1000K,Li20Si2NiSn2,0.000299957,9.237882143497863e-05,0.0002771364643049359,39.9
Li-Ni-Si-Sn,1000.0,Ni,Li20Si2NiSn2-1000K,Li20Si2NiSn2,5.39305e-05,1.6025229506299304e-05,4.807568851889791e-05,39.9
Li-Ni-Si-Sn,1000.0,Si,Li20Si2NiSn2-1000K,Li20Si2NiSn2,6.13359e-05,1.9728851946214345e-05,5.918655583864304e-05,39.9
Li-Ni-Si-Sn,1000.0,Sn,Li20Si2NiSn2-1000K,Li20Si2NiSn2,7.03754e-05,2.5630436073832307e-05,7.689130822149693e-05,39.9
Li-Ni-Si-Sn,1500.0,Li,Li20Si2NiSn2-1500K,Li20Si2NiSn2,0.000764124,0.00027598828787083564,0.000827964863612507,31.0
Li-Ni-Si-Sn,1500.0,Ni,Li20Si2NiSn2-1500K,Li20Si2NiSn2,0.000115675,3.7441781791021775e-05,0.00011232534537306532,31.0
Li-Ni-Si-Sn,1500.0,Si,Li20Si2NiSn2-1500K,Li20Si2NiSn2,0.000195347,8.874550996663719e-05,0.0002662365298999116,31.0
Li-Ni-Si-Sn,1500.0,Sn,Li20Si2NiSn2-1500K,Li20Si2NiSn2,0.000183341,6.952976227615899e-05,0.00020858928682847698,31.0
Li-Ni-Si-Sn,2000.0,Li,Li20Si2NiSn2-2000K,Li20Si2NiSn2,0.00122819,0.0003984822196310372,0.0011954466588931117,38.9
Li-Ni-Si-Sn,2000.0,Ni,Li20Si2NiSn2-2000K,Li20Si2NiSn2,0.000459594,0.00023329036309371906,0.0006998710892811571,38.9
Li-Ni-Si-Sn,2000.0,Si,Li20Si2NiSn2-2000K,Li20Si2NiSn2,0.000491478,8.702223243867206e-05,0.00026106669731601614,38.9
Li-Ni-Si-Sn,2000.0,Sn,Li20Si2NiSn2-2000K,Li20Si2NiSn2,0.000421904,0.00015052698453952223,0.0004515809536185667,38.9
Li-Ni-Si-Sn,2500.0,Li,Li20Si2NiSn2-2500K,Li20Si2NiSn2,0.00195133,0.0006378231153463316,0.0019134693460389949,39.9
Li-Ni-Si-Sn,2500.0,Ni,Li20Si2NiSn2-2500K,Li20Si2NiSn2,0.000621174,0.0002834712747400129,0.0008504138242200385,39.9
Li-Ni-Si-Sn,2500.0,Si,Li20Si2NiSn2-2500K,Li20Si2NiSn2,0.000770395,0.00018852328302864063,0.0005655698490859218,39.9
Li-Ni-Si-Sn,2500.0,Sn,Li20Si2NiSn2-2500K,Li20Si2NiSn2,0.000825958,0.00023744261199557868,0.000712327835986736,39.9
Li-Ni-Sn,1000.0,Li,Li28Ni3Sn4-1000K,Li28Ni3Sn4,0.000333577,0.00011522600992289265,0.00034567802976867795,34.1
Li-Ni-Sn,1000.0,Ni,Li28Ni3Sn4-1000K,Li28Ni3Sn4,0.00010515,3.475822602379894e-05,0.00010427467807139681,34.1
Li-Ni-Sn,1000.0,Sn,Li28Ni3Sn4-1000K,Li28Ni3Sn4,4.42811e-05,1.6759823524700042e-05,5.027947057410013e-05,34.1
Li-Ni-Sn,1500.0,Li,Li28Ni3Sn4-1500K,Li28Ni3Sn4,0.000745924,0.00026202527243837236,0.0007860758173151171,34.3
Li-Ni-Sn,1500.0,Ni,Li28Ni3Sn4-1500K,Li28Ni3Sn4,0.000261557,7.727960352841182e-05,0.00023183881058523546,34.3
Li-Ni-Sn,1500.0,Sn,Li28Ni3Sn4-1500K,Li28Ni3Sn4,0.00028719,0.00010886436371560845,0.00032659309114682535,34.3
Li-Ni-Sn,2000.0,Li,Li28Ni3Sn4-2000K,Li28Ni3Sn4,0.00133476,0.00047972694107110004,0.0014391808232133,34.6
Li-Ni-Sn,2000.0,Ni,Li28Ni3Sn4-2000K,Li28Ni3Sn4,0.000542079,0.0001328528350524762,0.0003985585051574286,34.6
Li-Ni-Sn,2000.0,Sn,Li28Ni3Sn4-2000K,Li28Ni3Sn4,0.000534914,0.00012325252351419504,0.0003697575705425852,34.6
Li-Ni-Sn,2500.0,Li,Li28Ni3Sn4-2500K,Li28Ni3Sn4,0.00182778,0.0006906434780132146,0.0020719304340396437,34.8
