system,temperature,element,identifier,formula,D_reported_cm2s,D_table_einstein_cm2s,D_table_mpconv_cm2s,msd_tmax_ps
C-Cu-Li-O,2500.0,C,LiCu3(CO3)3-2500K,LiCu3(CO3)3,0.000336388,0.00012459453811186375,0.0003737836143355912,15.6
C-Cu-Li-O,2500.0,Cu,LiCu3(CO3)3-2500K,LiCu3(CO3)3,0.000413778,0.0001552770376393821,0.00046583111291814623,15.6
C-Cu-Li-O,2500.0,O,LiCu3(CO3)3-2500K,LiCu3(CO3)3,0.000362489,0.00011966913650244194,0.00035900740950732584,15.6
C-Li-O-V,1500.0,Li,mp-762019,LiV(CO3)2,0.000134515,2.5160277565181905e-05,7.548083269554572e-05,23.3
C-Li-O-V,1500.0,C,mp-762019,LiV(CO3)2,5.94167e-05,2.2040113839627397e-05,6.61203415188822e-05,23.3
C-Li-O-V,1500.0,O,mp-762019,LiV(CO3)2,4.98049e-05,1.8238643750045567e-05,5.47159312501367e-05,23.3
C-Li-O-V,1500.0,V,mp-762019,LiV(CO3)2,2.15823e-05,7.6022179265706e-06,2.28066537797118e-05,23.3
C-Li-O-V,2000.0,Li,mp-762019,LiV(CO3)2,0.000530842,0.00017013408567166384,0.0005104022570149915,31.3
C-Li-O-V,2000.0,C,mp-762019,LiV(CO3)2,0.0001416,6.987980896635464e-05,0.00020963942689906394,31.3
C-Li-O-V,2000.0,O,mp-762019,LiV(CO3)2,0.000146569,5.0960334030452915e-05,0.00015288100209135877,31.3
C-Li-O-V,2000.0,V,mp-762019,LiV(CO3)2,8.80533e-05,4.380325280488296e-05,0.00013140975841464887,31.3
C-Li-O-V,1000.0,Li,mp-762019,LiV(CO3)2,2.33238e-05,8.537564543505802e-06,2.5612693630517405e-05,32.5
C-Li-O-V,1000.0,C,mp-762019,LiV(CO3)2,7.93749e-06,3.6774508788286865e-06,1.1032352636486059e-05,32.5
C-Li-O-V,1000.0,O,mp-762019,LiV(CO3)2,5.17411e-06,1.1938477157360397e-06,3.581543147208119e-06,32.5
C-Li-O-V,1000.0,V,mp-762019,LiV(CO3)2,,7.946733936839082e-07,2.3840201810517247e-06,32.5
C-Li-O-V,2500.0,Li,mp-762019,LiV(CO3)2,0.00084661,0.00036153815171531604,0.0010846144551459483,25.3
C-Li-O-V,2500.0,C,mp-762019,LiV(CO3)2,0.000296434,0.00011524769271249803,0.00034574307813749406,25.3
C-Li-O-V,2500.0,O,mp-762019,LiV(CO3)2,0.000294115,0.00010190194478046827,0.00030570583434140475,25.3
C-Li-O-V,2500.0,V,mp-762019,LiV(CO3)2,0.000186506,3.215423831377562e-05,9.646271494132686e-05,25.3
Ca-Li,1000.0,Li,LiCa-1000K,LiCa,0.000345412,9.8943007206433e-05,0.000296829021619299,39.9
Ca-Li,1000.0,Ca,LiCa-1000K,LiCa,0.000177768,5.9381115695006296e-05,0.00017814334708501887,39.9
Ca-Li,1500.0,Li,LiCa-1500K,LiCa,0.000768272,0.00024820739316752774,0.0007446221795025832,33.9
Ca-Li,1500.0,Ca,LiCa-1500K,LiCa,0.00036238,0.00011796579010914708,0.0003538973703274413,33.9
Ca-Li,2000.0,Li,LiCa-2000K,LiCa,0.00129709,0.00042182512546140756,0.0012654753763842227,31.4
Ca-Li,2000.0,Ca,LiCa-2000K,LiCa,0.000702958,0.0002273979211918685,0.0006821937635756055,31.4
Ca-Li,2500.0,Li,LiCa-2500K,LiCa,0.00196951,0.0005874925012556118,0.0017624775037668355,23.7
Ca-Li,2500.0,Ca,LiCa-2500K,LiCa,0.000996085,0.00036352625290502123,0.0010905787587150637,23.7
Ca-Li-Si,1000.0,Li,Li3Ca2Si-1000K,Li3Ca2Si,0.000179857,5.2083401298675885e-05,0.00015625020389602764,34.5
Ca-Li-Si,1000.0,Ca,Li3Ca2Si-1000K,Li3Ca2Si,7.12641e-05,2.3838534795677233e-05,7.15156043870317e-05,34.5
Ca-Li-Si,1000.0,Si,Li3Ca2Si-1000K,Li3Ca2Si,3.68639e-05,1.1199227365407283e-05,3.359768209622184e-05,34.5
Ca-Li-Si,1500.0,Li,Li3Ca2Si-1500K,Li3Ca2Si,0.000538796,0.00017184193387881472,0.0005155258016364442,25.4
Ca-Li-Si,1500.0,Ca,Li3Ca2Si-1500K,Li3Ca2Si,0.000288522,9.95588229709747e-05,0.0002986764689129241,25.4
Ca-Li-Si,1500.0,Si,Li3Ca2Si-1500K,Li3Ca2Si,0.000217672,6.432554123722854e-05,0.00019297662371168563,25.4
Ca-Li-Si,2000.0,Li,Li3Ca2Si-2000K,Li3Ca2Si,0.000998374,0.0003237190128096894,0.0009711570384290681,34.4
Ca-Li-Si,2000.0,Ca,Li3Ca2Si-2000K,Li3Ca2Si,0.00042076,0.00010169022108935579,0.00030507066326806737,34.4
Ca-Li-Si,2000.0,Si,Li3Ca2Si-2000K,Li3Ca2Si,0.000401042,0.00011654490776067656,0.00034963472328202973,34.4
Ca-Li-Si,2500.0,Li,Li3Ca2Si-2500K,Li3Ca2Si,0.00158119,0.00042388569126311086,0.0012716570737893328,30.9
Ca-Li-Si,2500.0,Ca,Li3Ca2Si-2500K,Li3Ca2Si,0.000767802,0.0002886643942113583,0.000865993182634075,30.9
Ca-Li-Si,2500.0,Si,Li3Ca2Si-2500K,Li3Ca2Si,0.000746785,0.0002654610545839959,0.0007963831637519877,30.9
Ca-Li-Si-Sn,1000.0,Li,Li5Ca3(SiSn)6-1000K,Li5Ca3(SiSn)6,9.36984e-05,2.3478192510576004e-05,7.043457753172802e-05,39.9
Ca-Li-Si-Sn,1000.0,Ca,Li5Ca3(SiSn)6-1000K,Li5Ca3(SiSn)6,2.0916e-05,7.05152694201867e-06,2.1154580826056008e-05,39.9
Ca-Li-Si-Sn,1000.0,Si,Li5Ca3(SiSn)6-1000K,Li5Ca3(SiSn)6,3.59074e-05,1.0878618463428187e-05,3.2635855390284566e-05,39.9
Ca-Li-Si-Sn,1000.0,Sn,Li5Ca3(SiSn)6-1000K,Li5Ca3(SiSn)6,4.54123e-05,1.438921602950283e-05,4.316764808850849e-05,39.9
Ca-Li-Si-Sn,1500.0,Li,Li5Ca3(SiSn)6-1500K,Li5Ca3(SiSn)6,0.000382993,0.00011568746545802304,0.0003470623963740691,39.9
Ca-Li-Si-Sn,1500.0,Ca,Li5Ca3(SiSn)6-1500K,Li5Ca3(SiSn)6,0.000184088,3.895587505136086e-05,0.00011686762515408259,39.9
Ca-Li-Si-Sn,1500.0,Si,Li5Ca3(SiSn)6-1500K,Li5Ca3(SiSn)6,0.00026955,7.805142480772238e-05,0.00023415427442316714,39.9
Ca-Li-Si-Sn,1500.0,Sn,Li5Ca3(SiSn)6-1500K,Li5Ca3(SiSn)6,0.000299969,0.00010269922416187785,0.00030809767248563355,39.9
Ca-Li-Si-Sn,2000.0,Li,Li5Ca3(SiSn)6-2000K,Li5Ca3(SiSn)6,0.000728632,0.00024324885912371415,0.0007297465773711424,32.8
Ca-Li-Si-Sn,2000.0,Ca,Li5Ca3(SiSn)6-2000K,Li5Ca3(SiSn)6,0.000293023,9.194540107382748e-05,0.00027583620322148245,32.8
Ca-Li-Si-Sn,2000.0,Si,Li5Ca3(SiSn)6-2000K,Li5Ca3(SiSn)6,0.000507298,0.00011361798940926931,0.00034085396822780794,32.8
Ca-Li-Si-Sn,2000.0,Sn,Li5Ca3(SiSn)6-2000K,Li5Ca3(SiSn)6,0.000392421,0.00012389597599845974,0.00037168792799537916,32.8
Ca-Li-Si-Sn,2500.0,Li,Li5Ca3(SiSn)6-2500K,Li5Ca3(SiSn)6,0.00112974,0.0004768005553481833,0.0014304016660445498,39.9
Ca-Li-Si-Sn,2500.0,Ca,Li5Ca3(SiSn)6-2500K,Li5Ca3(SiSn)6,0.000521488,0.000158287380170084,0.0004748621405102521,39.9
Ca-Li-Si-Sn,2500.0,Si,Li5Ca3(SiSn)6-2500K,Li5Ca3(SiSn)6,0.000787084,0.0002563867651058757,0.0007691602953176271,39.9
Ca-Li-Si-Sn,2500.0,Sn,Li5Ca3(SiSn)6-2500K,Li5Ca3(SiSn)6,0.000462922,0.00017075108505211319,0.0005122532551563396,39.9
Ca-Li-Si-Sn-Sr,1000.0,Li,SrLi39CaSi9Sn2-1000K,SrLi39CaSi9Sn2,0.000168509,5.1417642631237814e-05,0.00015425292789371346,39.9
Ca-Li-Si-Sn-Sr,1000.0,Ca,SrLi39CaSi9Sn2-1000K,SrLi39CaSi9Sn2,5.60125e-05,1.5832955938905196e-05,4.749886781671558e-05,39.9
Ca-Li-Si-Sn-Sr,1000.0,Si,SrLi39CaSi9Sn2-1000K,SrLi39CaSi9Sn2,2.09342e-05,5.167106928216347e-06,1.550132078464904e-05,39.9
Ca-Li-Si-Sn-Sr,1000.0,Sn,SrLi39CaSi9Sn2-1000K,SrLi39CaSi9Sn2,9.5573e-06,3.246132722211614e-06,9.738398166634841e-06,39.9
Ca-Li-Si-Sn-Sr,1000.0,Sr,SrLi39CaSi9Sn2-1000K,SrLi39CaSi9Sn2,4.23042e-05,7.012766474533704e-06,2.103829942360111e-05,39.9
Ca-Li-Si-Sn-Sr,1500.0,Li,SrLi39CaSi9Sn2-1500K,SrLi39CaSi9Sn2,0.000490731,0.0001400110411507982,0.00042003312345239457,32.6
Ca-Li-Si-Sn-Sr,1500.0,Ca,SrLi39CaSi9Sn2-1500K,SrLi39CaSi9Sn2,0.00019594,4.243676053450723e-05,0.0001273102816035217,32.6
Ca-Li-Si-Sn-Sr,1500.0,Si,SrLi39CaSi9Sn2-1500K,SrLi39CaSi9Sn2,0.000148869,6.205310047095764e-05,0.0001861593014128729,32.6
Ca-Li-Si-Sn-Sr,1500.0,Sn,SrLi39CaSi9Sn2-1500K,SrLi39CaSi9Sn2,0.000107028,2.3397411405482096e-05,7.01922342164463e-05,32.6
Ca-Li-Si-Sn-Sr,1500.0,Sr,SrLi39CaSi9Sn2-1500K,SrLi39CaSi9Sn2,0.000219446,0.00015147534450576428,0.00045442603351729285,32.6
Ca-Li-Si-Sn-Sr,2000.0,Li,SrLi39CaSi9Sn2-2000K,SrLi39CaSi9Sn2,0.000996862,0.00031063611622308263,0.0009319083486692479,39.9
Ca-Li-Si-Sn-Sr,2000.0,Ca,SrLi39CaSi9Sn2-2000K,SrLi39CaSi9Sn2,0.000438187,0.00020331603528273072,0.0006099481058481921,39.9
Ca-Li-Si-Sn-Sr,2000.0,Si,SrLi39CaSi9Sn2-2000K,SrLi39CaSi9Sn2,0.0004186,0.00011063705552613763,0.0003319111665784129,39.9
Ca-Li-Si-Sn-Sr,2000.0,Sn,SrLi39CaSi9Sn2-2000K,SrLi39CaSi9Sn2,0.000357315,0.00017378023094295623,0.0005213406928288687,39.9
Ca-Li-Si-Sn-Sr,2000.0,Sr,SrLi39CaSi9Sn2-2000K,SrLi39CaSi9Sn2,0.000408583,1.0029954223742304e-05,3.008986267122691e-05,39.9
Ca-Li-Si-Sn-Sr,2500.0,Li,SrLi39CaSi9Sn2-2500K,SrLi39CaSi9Sn2,0.00154969,0.0005991458778219532,0.0017974376334658594,39.9
Ca-Li-Si-Sn-Sr,2500.0,Ca,SrLi39CaSi9Sn2-2500K,SrLi39CaSi9Sn2,0.000881407,0.0002910363855419945,0.0008731091566259833,39.9
Ca-Li-Si-Sn-Sr,2500.0,Si,SrLi39CaSi9Sn2-2500K,SrLi39CaSi9Sn2,0.000845113,0.00021592541725261438,0.0006477762517578432,39.9
Ca-Li-Si-Sn-Sr,2500.0,Sn,SrLi39CaSi9Sn2-2500K,SrLi39CaSi9Sn2,0.000690219,0.0003364525628338456,0.0010093576885015368,39.9
Ca-Li-Si-Sn-Sr,2500.0,Sr,SrLi39CaSi9Sn2-2500K,SrLi39CaSi9Sn2,0.000722774,0.00033341421219697107,0.0010002426365909132,39.9
Ca-Li-Sn,1000.0,Li,Li12Ca2Sn-1000K,Li12Ca2Sn,0.000402774,0.00012656996090780378,0.00037970988272341134,29.8
Ca-Li-Sn,1000.0,Ca,Li12Ca2Sn-1000K,Li12Ca2Sn,0.000196985,8.218609109423276e-05,0.00024655827328269825,29.8
Ca-Li-Sn,1000.0,Sn,Li12Ca2Sn-1000K,Li12Ca2Sn,8.17617e-05,1.4079182830121565e-05,4.2237548490364695e-05,29.8
Ca-Li-Sn,1500.0,Li,Li12Ca2Sn-1500K,Li12Ca2Sn,0.00093999,0.0002724570268333199,0.0008173710804999596,23.9
Ca-Li-Sn,1500.0,Ca,Li12Ca2Sn-1500K,Li12Ca2Sn,0.000440657,0.00012370855866355863,0.0003711256759906759,23.9
Ca-Li-Sn,1500.0,Sn,Li12Ca2Sn-1500K,Li12Ca2Sn,0.000341277,7.254403397368913e-05,0.0002176321019210674,23.9
Ca-Li-Sn,2000.0,Li,Li12Ca2Sn-2000K,Li12Ca2Sn,0.00144681,0.0004596670216203266,0.0013790010648609796,27.9
Ca-Li-Sn,2000.0,Ca,Li12Ca2Sn-2000K,Li12Ca2Sn,0.000816789,0.00023757681433413818,0.0007127304430024146,27.9
Ca-Li-Sn,2000.0,Sn,Li12Ca2Sn-2000K,Li12Ca2Sn,0.000622119,0.0002756180549298697,0.0008268541647896092,27.9
Ca-Li-Sn,2500.0,Li,Li12Ca2Sn-2500K,Li12Ca2Sn,0.00203861,0.0006673677283922977,0.0020021031851768932,29.2
Ca-Li-Sn,2500.0,Ca,Li12Ca2Sn-2500K,Li12Ca2Sn,0.00114437,0.00038001777168234077,0.0011400533150470224,29.2
Ca-Li-Sn,2500.0,Sn,Li12Ca2Sn-2500K,Li12Ca2Sn,0.00077196,0.0004049659819002838,0.0012148979457008516,29.2
Cd-Ge-Li-O,2500.0,Li,mp-7688,Li2CdGeO4,0.000573443,0.00016937615989544367,0.000508128479686331,23.7
Cd-Ge-Li-O,2500.0,Cd,mp-7688,Li2CdGeO4,0.000202435,7.243468796212277e-05,0.00021730406388636831,23.7
Cd-Ge-Li-O,2500.0,Ge,mp-7688,Li2CdGeO4,0.000100339,2.8518253994033132e-05,8.55547619820994e-05,23.7
Cd-Ge-Li-O,2500.0,O,mp-7688,Li2CdGeO4,0.000146365,3.8578101500936375e-05,0.00011573430450280913,23.7
Cd-Ge-Li-O,1500.0,Li,mp-7688,Li2CdGeO4,0.000118492,3.115275403236609e-05,9.345826209709827e-05,23.9
Cd-Ge-Li-O,1500.0,Cd,mp-7688,Li2CdGeO4,4.92701e-05,1.645608096883959e-05,4.936824290651878e-05,23.9
Cd-Ge-Li-O,1500.0,Ge,mp-7688,Li2CdGeO4,6.65862e-06,2.424655289633737e-06,7.273965868901211e-06,23.9
Cd-Ge-Li-O,1500.0,O,mp-7688,Li2CdGeO4,1.8785e-05,3.58401860447981e-06,1.075205581343943e-05,23.9
Cd-Ge-Li-O,2000.0,Li,mp-7688,Li2CdGeO4,0.000307321,9.24211048266487e-05,0.00027726331447994613,23.7
Cd-Ge-Li-O,2000.0,Cd,mp-7688,Li2CdGeO4,0.000169143,6.127987923074826e-05,0.00018383963769224478,23.7
Cd-Ge-Li-O,2000.0,Ge,mp-7688,Li2CdGeO4,4.03457e-05,1.4535660612487101e-05,4.3606981837461305e-05,23.7
Cd-Ge-Li-O,2000.0,O,mp-7688,Li2CdGeO4,7.01463e-05,2.2377397806468826e-05,6.713219341940649e-05,23.7
Cd-Ge-Li-O,1000.0,Li,mp-7688,Li2CdGeO4,1.83224e-05,4.867433983457357e-06,1.4602301950372072e-05,23.7
Cd-Ge-Li-O,1000.0,Cd,mp-7688,Li2CdGeO4,7.27029e-06,2.284844695310683e-06,6.854534085932049e-06,23.7
Cd-Ge-Li-O,1000.0,Ge,mp-7688,Li2CdGeO4,,4.774361733561615e-07,1.4323085200684845e-06,23.7
Cd-Ge-Li-O,1000.0,O,mp-7688,Li2CdGeO4,6.20274e-06,1.5829482506306e-06,4.748844751891801e-06,23.7
Cd-Li-Si,1000.0,Li,Li15CdSi4-1000K,Li15CdSi4,0.00015127,4.70220026599675e-05,0.0001410660079799025,33.4
Cd-Li-Si,1000.0,Cd,Li15CdSi4-1000K,Li15CdSi4,5.33195e-05,1.870235295551944e-05,5.610705886655831e-05,33.4
Cd-Li-Si,1000.0,Si,Li15CdSi4-1000K,Li15CdSi4,2.00843e-05,6.634057859218759e-06,1.9902173577656277e-05,33.4
Cd-Li-Si,1500.0,Li,Li15CdSi4-1500K,Li15CdSi4,0.000485076,0.00017422498652180536,0.000522674959565416,39.8
Cd-Li-Si,1500.0,Cd,Li15CdSi4-1500K,Li15CdSi4,0.000242507,6.479708868066056e-05,0.00019439126604198166,39.8
Cd-Li-Si,1500.0,Si,Li15CdSi4-1500K,Li15CdSi4,0.00016892,5.985060407217281e-05,0.00017955181221651842,39.8
Cd-Li-Si,2000.0,Li,Li15CdSi4-2000K,Li15CdSi4,0.00101083,0.0003683401937932488,0.0011050205813797464,37.0
Cd-Li-Si,2000.0,Cd,Li15CdSi4-2000K,Li15CdSi4,0.000406946,0.0001309853085268164,0.00039295592558044915,37.0
Cd-Li-Si,2000.0,Si,Li15CdSi4-2000K,Li15CdSi4,0.000456609,0.00015349396756020916,0.00046048190268062746,37.0
Cd-Li-Si,2500.0,Li,Li15CdSi4-2500K,Li15CdSi4,0.00149281,0.0004816468640070196,0.0014449405920210587,35.8
Cd-Li-Si,2500.0,Cd,Li15CdSi4-2500K,Li15CdSi4,0.000900355,0.00044976368945559363,0.0013492910683667808,35.8
Cd-Li-Si,2500.0,Si,Li15CdSi4-2500K,Li15CdSi4,0.000813263,0.00036282247981517723,0.0010884674394455317,35.8
Cd-Li-Sn,1000.0,Li,Li9Cd2Sn-1000K,Li9Cd2Sn,0.000165463,5.337437521406888e-05,0.00016012312564220665,28.1
Cd-Li-Sn,1000.0,Cd,Li9Cd2Sn-1000K,Li9Cd2Sn,5.32256e-05,1.7082805610250334e-05,5.1248416830751e-05,28.1
Cd-Li-Sn,1000.0,Sn,Li9Cd2Sn-1000K,Li9Cd2Sn,1.99586e-05,6.239083553096679e-06,1.8717250659290037e-05,28.1
Cd-Li-Sn,1500.0,Li,Li9Cd2Sn-1500K,Li9Cd2Sn,0.00058134,0.0001972103000206693,0.0005916309000620079,36.2
Cd-Li-Sn,1500.0,Cd,Li9Cd2Sn-1500K,Li9Cd2Sn,0.000273031,7.811136785170154e-05,0.00023433410355510465,36.2
Cd-Li-Sn,1500.0,Sn,Li9Cd2Sn-1500K,Li9Cd2Sn,0.000255426,8.409821412912937e-05,0.0002522946423873881,36.2
Cd-Li-Sn,2000.0,Li,Li9Cd2Sn-2000K,Li9Cd2Sn,0.00106966,0.00034342598081666943,0.0010302779424500082,24.2
Cd-Li-Sn,2000.0,Cd,Li9Cd2Sn-2000K,Li9Cd2Sn,0.000632055,0.0001958569872854669,0.0005875709618564007,24.2
Cd-Li-Sn,2000.0,Sn,Li9Cd2Sn-2000K,Li9Cd2Sn,0.000448496,0.00017781509467013076,0.0005334452840103923,24.2
Cd-Li-Sn,2500.0,Li,Li9Cd2Sn-2500K,Li9Cd2Sn,0.00160887,0.0004979268127038083,0.0014937804381114253,30.5
Cd-Li-Sn,2500.0,Cd,Li9Cd2Sn-2500K,Li9Cd2Sn,0.000860748,0.0003835581942410167,0.0011506745827230501,30.5
Cd-Li-Sn,2500.0,Sn,Li9Cd2Sn-2500K,Li9Cd2Sn,0.00063011,0.00019117630913871112,0.0005735289274161334,30.5
Cl-Li,1500.0,Li,mp-22905,LiCl,0.000745302,0.00024070538691183872,0.0007221161607355161,31.1
Cl-Li,1500.0,Cl,mp-22905,LiCl,0.000285091,0.00010625159526440367,0.00031875478579321097,31.1
Cl-Li,2000.0,Li,mp-22905,LiCl,0.00108852,0.0003451217374190771,0.0010353652122572312,34.5
Cl-Li,2000.0,Cl,mp-22905,LiCl,0.000517059,0.00019150147264539424,0.0005745044179361827,34.5
Cl-Li,1000.0,Li,mp-22905,LiCl,0.000239708,8.319157453128231e-05,0.00024957472359384697,38.0
Cl-Li,1000.0,Cl,mp-22905,LiCl,6.23633e-05,2.0581445629492236e-05,6.174433688847671e-05,38.0
Cl-Li,2500.0,Li,mp-22905,LiCl,0.00163241,0.0005380038655216709,0.001614011596565013,37.1
Cl-Li,2500.0,Cl,mp-22905,LiCl,0.00072547,0.00024059301820538966,0.000721779054616169,37.1
Cl-Li-Si,1000.0,Li,Li15(SiCl4)2-1000K,Li15(SiCl4)2,0.000203746,6.683394296486631e-05,0.0002005018288945989,39.9
Cl-Li-Si,1000.0,Cl,Li15(SiCl4)2-1000K,Li15(SiCl4)2,6.79421e-05,2.2657147122056532e-05,6.79714413661696e-05,39.9
Cl-Li-Si,1000.0,Si,Li15(SiCl4)2-1000K,Li15(SiCl4)2,1.51106e-05,3.980708547457423e-06,1.1942125642372268e-05,39.9
Cl-Li-Si,1500.0,Li,Li15(SiCl4)2-1500K,Li15(SiCl4)2,0.000667005,0.00019661947950485258,0.0005898584385145577,39.9
Cl-Li-Si,1500.0,Cl,Li15(SiCl4)2-1500K,Li15(SiCl4)2,0.000270058,8.2394982870073e-05,0.00024718494861021903,39.9
Cl-Li-Si,1500.0,Si,Li15(SiCl4)2-1500K,Li15(SiCl4)2,0.000175726,2.278370251653675e-05,6.835110754961025e-05,39.9
Cl-Li-Si,2000.0,Li,Li15(SiCl4)2-2000K,Li15(SiCl4)2,0.00119689,0.00042646940000405105,0.0012794082000121532,39.9
Cl-Li-Si,2000.0,Cl,Li15(SiCl4)2-2000K,Li15(SiCl4)2,0.000665608,0.0002044610290904935,0.0006133830872714805,39.9
Cl-Li-Si,2000.0,Si,Li15(SiCl4)2-2000K,Li15(SiCl4)2,0.000289898,7.523792461674683e-05,0.00022571377385024048,39.9
Cl-Li-Si,2500.0,Li,Li15(SiCl4)2-2500K,Li15(SiCl4)2,0.00178962,0.0005434456313945494,0.0016303368941836482,38.9
Cl-Li-Si,2500.0,Cl,Li15(SiCl4)2-2500K,Li15(SiCl4)2,0.000834571,0.0003646365389883609,0.0010939096169650827,38.9
Cl-Li-Si,2500.0,Si,Li15(SiCl4)2-2500K,Li15(SiCl4)2,0.00062001,0.0002246120126093937,0.0006738360378281812,38.9
Co-Li,1000.0,Li,Li2Co-1000K,Li2Co,0.000139703,4.22094955616591e-05,0.0001266284866849773,26.5
Co-Li,1000.0,Co,Li2Co-1000K,Li2Co,1.21443e-05,3.823377612252211e-06,1.1470132836756631e-05,26.5
Co-Li,1500.0,Li,Li2Co-1500K,Li2Co,0.000432886,0.0001406633089188383,0.0004219899267565149,30.3
Co-Li,1500.0,Co,Li2Co-1500K,Li2Co,9.52546e-05,3.316174798694044e-05,9.948524396082134e-05,30.3
Co-Li,2000.0,Li,Li2Co-2000K,Li2Co,0.000868243,0.00034669464296259553,0.0010400839288877866,27.9
Co-Li,2000.0,Co,Li2Co-2000K,Li2Co,0.000250438,9.284791638194449e-05,0.00027854374914583344,27.9
Co-Li,2500.0,Li,Li2Co-2500K,Li2Co,0.00131728,0.0004613302120602267,0.00138399063618068,21.6
Co-Li,2500.0,Co,Li2Co-2500K,Li2Co,0.000383411,0.00013172819599731667,0.00039518458799195003,21.6
Co-Li-O-Se,2000.0,Li,mp-562404,Li2Co3(SeO3)4,0.000317935,8.886056505675922e-05,0.0002665816951702777,23.7
Co-Li-O-Se,2000.0,Co,mp-562404,Li2Co3(SeO3)4,0.000150548,5.3149108463207954e-05,0.00015944732538962386,23.7
Co-Li-O-Se,2000.0,O,mp-562404,Li2Co3(SeO3)4,0.00022743,5.891342320650082e-05,0.00017674026961950244,23.7
Co-Li-O-Se,2000.0,Se,mp-562404,Li2Co3(SeO3)4,0.000150968,5.915400011036811e-05,0.00017746200033110434,23.7
Co-Li-O-Se,2500.0,Li,mp-562404,Li2Co3(SeO3)4,0.000740387,0.0002446214295175138,0.0007338642885525412,15.5
Co-Li-O-Se,2500.0,Co,mp-562404,Li2Co3(SeO3)4,0.000339436,9.501729015400548e-05,0.0002850518704620164,15.5
Co-Li-O-Se,2500.0,O,mp-562404,Li2Co3(SeO3)4,0.00045003,0.0001625030193018579,0.0004875090579055737,15.5
Co-Li-O-Se,2500.0,Se,mp-562404,Li2Co3(SeO3)4,0.000261518,7.13078887163e-05,0.00021392366614890002,15.5
Co-Li-O-Se,1500.0,Li,mp-562404,Li2Co3(SeO3)4,0.000177001,6.215054542449041e-05,0.0001864516362734712,18.3
Co-Li-O-Se,1500.0,Co,mp-562404,Li2Co3(SeO3)4,5.37922e-05,1.7465550781807667e-05,5.2396652345423005e-05,18.3
Co-Li-O-Se,1500.0,O,mp-562404,Li2Co3(SeO3)4,7.84209e-05,3.086104356483256e-05,9.258313069449768e-05,18.3
Co-Li-O-Se,1500.0,Se,mp-562404,Li2Co3(SeO3)4,4.8124e-05,1.4929890359083023e-05,4.478967107724907e-05,18.3
Co-Li-O-Se,1000.0,Li,mp-562404,Li2Co3(SeO3)4,4.77232e-05,1.1778610859329043e-05,3.533583257798713e-05,22.9
Co-Li-O-Se,1000.0,Co,mp-562404,Li2Co3(SeO3)4,,5.130010890684468e-07,1.5390032672053402e-06,22.9
Co-Li-O-Se,1000.0,O,mp-562404,Li2Co3(SeO3)4,3.24452e-06,6.168729522887559e-07,1.8506188568662677e-06,22.9
Co-Li-O-Se,1000.0,Se,mp-562404,Li2Co3(SeO3)4,,4.75948233479227e-07,1.4278447004376813e-06,22.9
Co-Li-Si,1000.0,Li,Li12Co2Si-1000K,Li12Co2Si,0.000314043,0.00010874737873776746,0.0003262421362133024,39.9
Co-Li-Si,1000.0,Co,Li12Co2Si-1000K,Li12Co2Si,2.81623e-05,9.36472477242082e-06,2.8094174317262457e-05,39.9
Co-Li-Si,1000.0,Si,Li12Co2Si-1000K,Li12Co2Si,5.97543e-05,2.4212424376580614e-05,7.263727312974185e-05,39.9
Co-Li-Si,1500.0,Li,Li12Co2Si-1500K,Li12Co2Si,0.000745301,0.0002542164598895004,0.0007626493796685012,33.7
Co-Li-Si,1500.0,Co,Li12Co2Si-1500K,Li12Co2Si,7.64003e-05,2.34243591339503e-05,7.027307740185089e-05,33.7
Co-Li-Si,1500.0,Si,Li12Co2Si-1500K,Li12Co2Si,0.00014194,3.2059416762939425e-05,9.617825028881828e-05,33.7
Co-Li-Si,2000.0,Li,Li12Co2Si-2000K,Li12Co2Si,0.0012537,0.00038979811244571453,0.0011693943373371437,39.2
Co-Li-Si,2000.0,Co,Li12Co2Si-2000K,Li12Co2Si,0.000240125,7.181969240940576e-05,0.00021545907722821727,39.2
Co-Li-Si,2000.0,Si,Li12Co2Si-2000K,Li12Co2Si,0.000289184,8.411734262932246e-05,0.0002523520278879674,39.2
Co-Li-Si,2500.0,Li,Li12Co2Si-2500K,Li12Co2Si,0.00181403,0.0006295301635387419,0.0018885904906162257,33.6
Co-Li-Si,2500.0,Co,Li12Co2Si-2500K,Li12Co2Si,0.000390154,0.00011991879259642385,0.0003597563777892715,33.6
Co-Li-Si,2500.0,Si,Li12Co2Si-2500K,Li12Co2Si,0.000575775,0.00025473086692773755,0.0007641926007832126,33.6
Co-Li-Sn,1000.0,Li,Li12CoSn3-1000K,Li12CoSn3,0.000148555,5.319109570097328e-05,0.00015957328710291985,28.8
Co-Li-Sn,1000.0,Co,Li12CoSn3-1000K,Li12CoSn3,8.2152e-06,2.6971262668168533e-06,8.09137880045056e-06,28.8
Co-Li-Sn,1000.0,Sn,Li12CoSn3-1000K,Li12CoSn3,1.2303e-05,4.019871070144455e-06,1.2059613210433363e-05,28.8
Co-Li-Sn,1500.0,Li,Li12CoSn3-1500K,Li12CoSn3,0.000498493,0.0001694895168360555,0.0005084685505081665,34.4
Co-Li-Sn,1500.0,Co,Li12CoSn3-1500K,Li12CoSn3,0.000110391,5.5786826120329186e-05,0.00016736047836098756,34.4
